Week,Region,State,Abbreviation,Disease,Total,Month
196642,Midwest,NEBRASKA,NE,MEASLES,0,October
196643,Midwest,NEBRASKA,NE,MEASLES,0,October
196644,Midwest,NEBRASKA,NE,MEASLES,8,October
196645,Midwest,NEBRASKA,NE,MEASLES,41,November
196646,Midwest,NEBRASKA,NE,MEASLES,19,November
196647,Midwest,NEBRASKA,NE,MEASLES,8,November
196648,Midwest,NEBRASKA,NE,MEASLES,1,November
196650,Midwest,NEBRASKA,NE,MEASLES,1,December
196651,Midwest,NEBRASKA,NE,MEASLES,14,December
196652,Midwest,NEBRASKA,NE,MEASLES,0,December
196614,Midwest,NEBRASKA,NE,RUBELLA,3,April
196625,Midwest,NEBRASKA,NE,RUBELLA,1,June
196644,Midwest,NEBRASKA,NE,RUBELLA,1,October
196601,West,NEVADA,NV,HEPATITIS A,3,January
196602,West,NEVADA,NV,HEPATITIS A,4,January
196603,West,NEVADA,NV,HEPATITIS A,1,January
196605,West,NEVADA,NV,HEPATITIS A,2,January
196613,West,NEVADA,NV,HEPATITIS A,2,March
196616,West,NEVADA,NV,HEPATITIS A,1,April
196638,West,NEVADA,NV,HEPATITIS A,3,September
196640,West,NEVADA,NV,HEPATITIS A,3,October
196642,West,NEVADA,NV,HEPATITIS A,1,October
196648,West,NEVADA,NV,HEPATITIS A,1,November
196601,West,NEVADA,NV,MEASLES,4,January
196603,West,NEVADA,NV,MEASLES,0,January
196604,West,NEVADA,NV,MEASLES,0,January
196605,West,NEVADA,NV,MEASLES,0,January
196606,West,NEVADA,NV,MEASLES,0,February
196607,West,NEVADA,NV,MEASLES,0,February
196608,West,NEVADA,NV,MEASLES,0,February
196609,West,NEVADA,NV,MEASLES,0,February
196610,West,NEVADA,NV,MEASLES,3,March
196611,West,NEVADA,NV,MEASLES,0,March
196612,West,NEVADA,NV,MEASLES,0,March
196613,West,NEVADA,NV,MEASLES,0,March
196614,West,NEVADA,NV,MEASLES,17,April
196615,West,NEVADA,NV,MEASLES,0,April
196616,West,NEVADA,NV,MEASLES,0,April
196617,West,NEVADA,NV,MEASLES,0,April
196618,West,NEVADA,NV,MEASLES,0,May
196619,West,NEVADA,NV,MEASLES,9,May
196620,West,NEVADA,NV,MEASLES,0,May
196621,West,NEVADA,NV,MEASLES,0,May
196622,West,NEVADA,NV,MEASLES,3,May
196623,West,NEVADA,NV,MEASLES,0,June
196624,West,NEVADA,NV,MEASLES,0,June
196625,West,NEVADA,NV,MEASLES,3,June
196626,West,NEVADA,NV,MEASLES,0,June
196627,West,NEVADA,NV,MEASLES,4,July
196628,West,NEVADA,NV,MEASLES,0,July
196629,West,NEVADA,NV,MEASLES,0,July
196630,West,NEVADA,NV,MEASLES,0,July
196631,West,NEVADA,NV,MEASLES,0,July
196632,West,NEVADA,NV,MEASLES,0,August
196633,West,NEVADA,NV,MEASLES,0,August
196634,West,NEVADA,NV,MEASLES,0,August
196635,West,NEVADA,NV,MEASLES,0,August
196636,West,NEVADA,NV,MEASLES,0,September
196637,West,NEVADA,NV,MEASLES,0,September
196638,West,NEVADA,NV,MEASLES,0,September
196639,West,NEVADA,NV,MEASLES,1,September
196640,West,NEVADA,NV,MEASLES,1,October
196641,West,NEVADA,NV,MEASLES,0,October
196642,West,NEVADA,NV,MEASLES,2,October
196643,West,NEVADA,NV,MEASLES,3,October
196644,West,NEVADA,NV,MEASLES,0,October
196645,West,NEVADA,NV,MEASLES,2,November
196646,West,NEVADA,NV,MEASLES,3,November
196647,West,NEVADA,NV,MEASLES,0,November
196648,West,NEVADA,NV,MEASLES,0,November
196651,West,NEVADA,NV,MEASLES,2,December
196652,West,NEVADA,NV,MEASLES,7,December
196601,West,NEVADA,NV,RUBELLA,0,January
196601,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,3,January
196602,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,January
196604,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,2,January
196606,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,3,February
196607,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,3,February
196608,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,February
196609,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,3,February
196610,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,4,March
196611,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,March
196613,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,March
196614,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,4,April
196615,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,April
196616,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,April
196617,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,2,April
196621,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,May
196622,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,May
196624,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,June
196625,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,June
196626,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,June
196629,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,July
196630,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,4,July
196631,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,July
196634,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,2,August
196635,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,August
196638,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,September
196640,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,October
196641,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,October
196642,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,3,October
196645,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,2,November
196647,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,November
196649,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,December
196651,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,December
196652,Northeast,NEW HAMPSHIRE,NH,HEPATITIS A,1,December
196601,Northeast,NEW HAMPSHIRE,NH,MEASLES,1,January
196602,Northeast,NEW HAMPSHIRE,NH,MEASLES,2,January
196603,Northeast,NEW HAMPSHIRE,NH,MEASLES,1,January
196604,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,January
196605,Northeast,NEW HAMPSHIRE,NH,MEASLES,1,January
196606,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,February
196607,Northeast,NEW HAMPSHIRE,NH,MEASLES,3,February
196608,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,February
196609,Northeast,NEW HAMPSHIRE,NH,MEASLES,1,February
196610,Northeast,NEW HAMPSHIRE,NH,MEASLES,2,March
196611,Northeast,NEW HAMPSHIRE,NH,MEASLES,1,March
196612,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,March
196613,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,March
196614,Northeast,NEW HAMPSHIRE,NH,MEASLES,8,April
196615,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,April
196616,Northeast,NEW HAMPSHIRE,NH,MEASLES,5,April
196617,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,April
196618,Northeast,NEW HAMPSHIRE,NH,MEASLES,7,May
196619,Northeast,NEW HAMPSHIRE,NH,MEASLES,1,May
196620,Northeast,NEW HAMPSHIRE,NH,MEASLES,5,May
196621,Northeast,NEW HAMPSHIRE,NH,MEASLES,3,May
196622,Northeast,NEW HAMPSHIRE,NH,MEASLES,2,May
196623,Northeast,NEW HAMPSHIRE,NH,MEASLES,1,June
196624,Northeast,NEW HAMPSHIRE,NH,MEASLES,5,June
196625,Northeast,NEW HAMPSHIRE,NH,MEASLES,10,June
196626,Northeast,NEW HAMPSHIRE,NH,MEASLES,5,June
196627,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,July
196628,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,July
196629,Northeast,NEW HAMPSHIRE,NH,MEASLES,2,July
196630,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,July
196631,Northeast,NEW HAMPSHIRE,NH,MEASLES,8,July
196632,Northeast,NEW HAMPSHIRE,NH,MEASLES,3,August
196633,Northeast,NEW HAMPSHIRE,NH,MEASLES,1,August
196634,Northeast,NEW HAMPSHIRE,NH,MEASLES,1,August
196635,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,August
196636,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,September
196637,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,September
196638,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,September
196639,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,September
196640,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,October
196641,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,October
196642,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,October
196643,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,October
196644,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,October
196645,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,November
196646,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,November
196647,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,November
196648,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,November
196651,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,December
196652,Northeast,NEW HAMPSHIRE,NH,MEASLES,0,December
196601,Northeast,NEW HAMPSHIRE,NH,RUBELLA,9,January
196603,Northeast,NEW HAMPSHIRE,NH,RUBELLA,1,January
196604,Northeast,NEW HAMPSHIRE,NH,RUBELLA,2,January
196606,Northeast,NEW HAMPSHIRE,NH,RUBELLA,5,February
196607,Northeast,NEW HAMPSHIRE,NH,RUBELLA,1,February
196609,Northeast,NEW HAMPSHIRE,NH,RUBELLA,7,February
196610,Northeast,NEW HAMPSHIRE,NH,RUBELLA,14,March
196611,Northeast,NEW HAMPSHIRE,NH,RUBELLA,16,March
196614,Northeast,NEW HAMPSHIRE,NH,RUBELLA,2,April
196615,Northeast,NEW HAMPSHIRE,NH,RUBELLA,4,April
196616,Northeast,NEW HAMPSHIRE,NH,RUBELLA,2,April
196618,Northeast,NEW HAMPSHIRE,NH,RUBELLA,3,May
196620,Northeast,NEW HAMPSHIRE,NH,RUBELLA,7,May
196621,Northeast,NEW HAMPSHIRE,NH,RUBELLA,2,May
196624,Northeast,NEW HAMPSHIRE,NH,RUBELLA,1,June
196626,Northeast,NEW HAMPSHIRE,NH,RUBELLA,9,June
196627,Northeast,NEW HAMPSHIRE,NH,RUBELLA,2,July
196628,Northeast,NEW HAMPSHIRE,NH,RUBELLA,2,July
196640,Northeast,NEW HAMPSHIRE,NH,RUBELLA,1,October
196642,Northeast,NEW HAMPSHIRE,NH,RUBELLA,1,October
196601,Northeast,NEW JERSEY,NJ,HEPATITIS A,21,January
196602,Northeast,NEW JERSEY,NJ,HEPATITIS A,25,January
196603,Northeast,NEW JERSEY,NJ,HEPATITIS A,10,January
196604,Northeast,NEW JERSEY,NJ,HEPATITIS A,18,January
196605,Northeast,NEW JERSEY,NJ,HEPATITIS A,15,January
196606,Northeast,NEW JERSEY,NJ,HEPATITIS A,14,February
196607,Northeast,NEW JERSEY,NJ,HEPATITIS A,12,February
196608,Northeast,NEW JERSEY,NJ,HEPATITIS A,6,February
196609,Northeast,NEW JERSEY,NJ,HEPATITIS A,19,February
196610,Northeast,NEW JERSEY,NJ,HEPATITIS A,24,March
196611,Northeast,NEW JERSEY,NJ,HEPATITIS A,16,March
196612,Northeast,NEW JERSEY,NJ,HEPATITIS A,12,March
196613,Northeast,NEW JERSEY,NJ,HEPATITIS A,14,March
196614,Northeast,NEW JERSEY,NJ,HEPATITIS A,15,April
196615,Northeast,NEW JERSEY,NJ,HEPATITIS A,15,April
196616,Northeast,NEW JERSEY,NJ,HEPATITIS A,19,April
196617,Northeast,NEW JERSEY,NJ,HEPATITIS A,13,April
196618,Northeast,NEW JERSEY,NJ,HEPATITIS A,38,May
196619,Northeast,NEW JERSEY,NJ,HEPATITIS A,21,May
196620,Northeast,NEW JERSEY,NJ,HEPATITIS A,27,May
196621,Northeast,NEW JERSEY,NJ,HEPATITIS A,26,May
196622,Northeast,NEW JERSEY,NJ,HEPATITIS A,25,May
196623,Northeast,NEW JERSEY,NJ,HEPATITIS A,10,June
196624,Northeast,NEW JERSEY,NJ,HEPATITIS A,12,June
196625,Northeast,NEW JERSEY,NJ,HEPATITIS A,20,June
196626,Northeast,NEW JERSEY,NJ,HEPATITIS A,12,June
196627,Northeast,NEW JERSEY,NJ,HEPATITIS A,13,July
196628,Northeast,NEW JERSEY,NJ,HEPATITIS A,12,July
196629,Northeast,NEW JERSEY,NJ,HEPATITIS A,16,July
196630,Northeast,NEW JERSEY,NJ,HEPATITIS A,8,July
196631,Northeast,NEW JERSEY,NJ,HEPATITIS A,11,July
196632,Northeast,NEW JERSEY,NJ,HEPATITIS A,18,August
196633,Northeast,NEW JERSEY,NJ,HEPATITIS A,9,August
196634,Northeast,NEW JERSEY,NJ,HEPATITIS A,15,August
196635,Northeast,NEW JERSEY,NJ,HEPATITIS A,10,August
196636,Northeast,NEW JERSEY,NJ,HEPATITIS A,13,September
196637,Northeast,NEW JERSEY,NJ,HEPATITIS A,11,September
196638,Northeast,NEW JERSEY,NJ,HEPATITIS A,19,September
196639,Northeast,NEW JERSEY,NJ,HEPATITIS A,26,September
196640,Northeast,NEW JERSEY,NJ,HEPATITIS A,26,October
196641,Northeast,NEW JERSEY,NJ,HEPATITIS A,15,October
196642,Northeast,NEW JERSEY,NJ,HEPATITIS A,17,October
196643,Northeast,NEW JERSEY,NJ,HEPATITIS A,32,October
196644,Northeast,NEW JERSEY,NJ,HEPATITIS A,29,October
196645,Northeast,NEW JERSEY,NJ,HEPATITIS A,19,November
196646,Northeast,NEW JERSEY,NJ,HEPATITIS A,24,November
196647,Northeast,NEW JERSEY,NJ,HEPATITIS A,33,November
196648,Northeast,NEW JERSEY,NJ,HEPATITIS A,29,November
196649,Northeast,NEW JERSEY,NJ,HEPATITIS A,24,December
196650,Northeast,NEW JERSEY,NJ,HEPATITIS A,12,December
196651,Northeast,NEW JERSEY,NJ,HEPATITIS A,19,December
196652,Northeast,NEW JERSEY,NJ,HEPATITIS A,13,December
196601,Northeast,NEW JERSEY,NJ,MEASLES,190,January
196602,Northeast,NEW JERSEY,NJ,MEASLES,51,January
196603,Northeast,NEW JERSEY,NJ,MEASLES,17,January
196604,Northeast,NEW JERSEY,NJ,MEASLES,44,January
196605,Northeast,NEW JERSEY,NJ,MEASLES,27,January
196606,Northeast,NEW JERSEY,NJ,MEASLES,118,February
196607,Northeast,NEW JERSEY,NJ,MEASLES,126,February
196608,Northeast,NEW JERSEY,NJ,MEASLES,113,February
196609,Northeast,NEW JERSEY,NJ,MEASLES,107,February
196610,Northeast,NEW JERSEY,NJ,MEASLES,178,March
196611,Northeast,NEW JERSEY,NJ,MEASLES,115,March
196612,Northeast,NEW JERSEY,NJ,MEASLES,93,March
196613,Northeast,NEW JERSEY,NJ,MEASLES,93,March
196614,Northeast,NEW JERSEY,NJ,MEASLES,56,April
196615,Northeast,NEW JERSEY,NJ,MEASLES,45,April
196616,Northeast,NEW JERSEY,NJ,MEASLES,77,April
196617,Northeast,NEW JERSEY,NJ,MEASLES,57,April
196618,Northeast,NEW JERSEY,NJ,MEASLES,48,May
196619,Northeast,NEW JERSEY,NJ,MEASLES,52,May
196620,Northeast,NEW JERSEY,NJ,MEASLES,67,May
196621,Northeast,NEW JERSEY,NJ,MEASLES,36,May
196622,Northeast,NEW JERSEY,NJ,MEASLES,18,May
196623,Northeast,NEW JERSEY,NJ,MEASLES,57,June
196624,Northeast,NEW JERSEY,NJ,MEASLES,18,June
196625,Northeast,NEW JERSEY,NJ,MEASLES,20,June
196626,Northeast,NEW JERSEY,NJ,MEASLES,0,June
196627,Northeast,NEW JERSEY,NJ,MEASLES,4,July
196628,Northeast,NEW JERSEY,NJ,MEASLES,6,July
196629,Northeast,NEW JERSEY,NJ,MEASLES,7,July
196630,Northeast,NEW JERSEY,NJ,MEASLES,2,July
196631,Northeast,NEW JERSEY,NJ,MEASLES,2,July
196632,Northeast,NEW JERSEY,NJ,MEASLES,0,August
196633,Northeast,NEW JERSEY,NJ,MEASLES,0,August
196634,Northeast,NEW JERSEY,NJ,MEASLES,1,August
196635,Northeast,NEW JERSEY,NJ,MEASLES,0,August
196636,Northeast,NEW JERSEY,NJ,MEASLES,1,September
196637,Northeast,NEW JERSEY,NJ,MEASLES,0,September
196638,Northeast,NEW JERSEY,NJ,MEASLES,0,September
196639,Northeast,NEW JERSEY,NJ,MEASLES,2,September
196640,Northeast,NEW JERSEY,NJ,MEASLES,7,October
196641,Northeast,NEW JERSEY,NJ,MEASLES,7,October
196642,Northeast,NEW JERSEY,NJ,MEASLES,6,October
196643,Northeast,NEW JERSEY,NJ,MEASLES,14,October
196644,Northeast,NEW JERSEY,NJ,MEASLES,13,October
196645,Northeast,NEW JERSEY,NJ,MEASLES,4,November
196646,Northeast,NEW JERSEY,NJ,MEASLES,14,November
196647,Northeast,NEW JERSEY,NJ,MEASLES,21,November
196648,Northeast,NEW JERSEY,NJ,MEASLES,34,November
196650,Northeast,NEW JERSEY,NJ,MEASLES,20,December
196651,Northeast,NEW JERSEY,NJ,MEASLES,22,December
196652,Northeast,NEW JERSEY,NJ,MEASLES,5,December
196601,Northeast,NEW JERSEY,NJ,RUBELLA,0,January
196601,West,NEW MEXICO,NM,HEPATITIS A,13,January
196602,West,NEW MEXICO,NM,HEPATITIS A,15,January
196603,West,NEW MEXICO,NM,HEPATITIS A,13,January
196604,West,NEW MEXICO,NM,HEPATITIS A,21,January
196605,West,NEW MEXICO,NM,HEPATITIS A,23,January
196606,West,NEW MEXICO,NM,HEPATITIS A,13,February
196607,West,NEW MEXICO,NM,HEPATITIS A,20,February
196608,West,NEW MEXICO,NM,HEPATITIS A,15,February
196609,West,NEW MEXICO,NM,HEPATITIS A,7,February
196610,West,NEW MEXICO,NM,HEPATITIS A,9,March
196611,West,NEW MEXICO,NM,HEPATITIS A,8,March
196612,West,NEW MEXICO,NM,HEPATITIS A,1,March
196613,West,NEW MEXICO,NM,HEPATITIS A,5,March
196614,West,NEW MEXICO,NM,HEPATITIS A,8,April
196615,West,NEW MEXICO,NM,HEPATITIS A,5,April
196616,West,NEW MEXICO,NM,HEPATITIS A,6,April
196617,West,NEW MEXICO,NM,HEPATITIS A,8,April
196618,West,NEW MEXICO,NM,HEPATITIS A,8,May
196619,West,NEW MEXICO,NM,HEPATITIS A,6,May
196620,West,NEW MEXICO,NM,HEPATITIS A,1,May
196621,West,NEW MEXICO,NM,HEPATITIS A,5,May
196622,West,NEW MEXICO,NM,HEPATITIS A,3,May
196623,West,NEW MEXICO,NM,HEPATITIS A,6,June
196624,West,NEW MEXICO,NM,HEPATITIS A,5,June
196625,West,NEW MEXICO,NM,HEPATITIS A,4,June
196626,West,NEW MEXICO,NM,HEPATITIS A,3,June
196627,West,NEW MEXICO,NM,HEPATITIS A,3,July
196628,West,NEW MEXICO,NM,HEPATITIS A,10,July
196629,West,NEW MEXICO,NM,HEPATITIS A,3,July
196630,West,NEW MEXICO,NM,HEPATITIS A,3,July
196631,West,NEW MEXICO,NM,HEPATITIS A,6,July
196632,West,NEW MEXICO,NM,HEPATITIS A,4,August
196633,West,NEW MEXICO,NM,HEPATITIS A,8,August
196634,West,NEW MEXICO,NM,HEPATITIS A,3,August
196635,West,NEW MEXICO,NM,HEPATITIS A,1,August
196636,West,NEW MEXICO,NM,HEPATITIS A,8,September
196637,West,NEW MEXICO,NM,HEPATITIS A,7,September
196638,West,NEW MEXICO,NM,HEPATITIS A,4,September
196639,West,NEW MEXICO,NM,HEPATITIS A,2,September
196640,West,NEW MEXICO,NM,HEPATITIS A,12,October
196641,West,NEW MEXICO,NM,HEPATITIS A,21,October
196642,West,NEW MEXICO,NM,HEPATITIS A,10,October
196643,West,NEW MEXICO,NM,HEPATITIS A,11,October
196644,West,NEW MEXICO,NM,HEPATITIS A,12,October
196645,West,NEW MEXICO,NM,HEPATITIS A,9,November
196646,West,NEW MEXICO,NM,HEPATITIS A,2,November
196647,West,NEW MEXICO,NM,HEPATITIS A,20,November
196648,West,NEW MEXICO,NM,HEPATITIS A,26,November
196649,West,NEW MEXICO,NM,HEPATITIS A,19,December
196650,West,NEW MEXICO,NM,HEPATITIS A,24,December
196651,West,NEW MEXICO,NM,HEPATITIS A,9,December
196652,West,NEW MEXICO,NM,HEPATITIS A,11,December
196601,West,NEW MEXICO,NM,MEASLES,2,January
196603,West,NEW MEXICO,NM,MEASLES,1,January
196604,West,NEW MEXICO,NM,MEASLES,1,January
196605,West,NEW MEXICO,NM,MEASLES,0,January
196606,West,NEW MEXICO,NM,MEASLES,0,February
196607,West,NEW MEXICO,NM,MEASLES,11,February
196608,West,NEW MEXICO,NM,MEASLES,27,February
196609,West,NEW MEXICO,NM,MEASLES,22,February
196610,West,NEW MEXICO,NM,MEASLES,13,March
196611,West,NEW MEXICO,NM,MEASLES,70,March
196612,West,NEW MEXICO,NM,MEASLES,37,March
196613,West,NEW MEXICO,NM,MEASLES,52,March
196614,West,NEW MEXICO,NM,MEASLES,66,April
196615,West,NEW MEXICO,NM,MEASLES,30,April
196616,West,NEW MEXICO,NM,MEASLES,133,April
196617,West,NEW MEXICO,NM,MEASLES,65,April
196618,West,NEW MEXICO,NM,MEASLES,156,May
196619,West,NEW MEXICO,NM,MEASLES,151,May
196620,West,NEW MEXICO,NM,MEASLES,82,May
196621,West,NEW MEXICO,NM,MEASLES,40,May
196622,West,NEW MEXICO,NM,MEASLES,5,May
196623,West,NEW MEXICO,NM,MEASLES,23,June
196624,West,NEW MEXICO,NM,MEASLES,55,June
196625,West,NEW MEXICO,NM,MEASLES,20,June
196626,West,NEW MEXICO,NM,MEASLES,1,June
196627,West,NEW MEXICO,NM,MEASLES,5,July
196628,West,NEW MEXICO,NM,MEASLES,25,July
196629,West,NEW MEXICO,NM,MEASLES,3,July
196630,West,NEW MEXICO,NM,MEASLES,5,July
196631,West,NEW MEXICO,NM,MEASLES,7,July
196632,West,NEW MEXICO,NM,MEASLES,7,August
196633,West,NEW MEXICO,NM,MEASLES,3,August
196634,West,NEW MEXICO,NM,MEASLES,12,August
196635,West,NEW MEXICO,NM,MEASLES,0,August
196636,West,NEW MEXICO,NM,MEASLES,2,September
196637,West,NEW MEXICO,NM,MEASLES,0,September
196638,West,NEW MEXICO,NM,MEASLES,1,September
196639,West,NEW MEXICO,NM,MEASLES,0,September
196640,West,NEW MEXICO,NM,MEASLES,0,October
196641,West,NEW MEXICO,NM,MEASLES,4,October
196642,West,NEW MEXICO,NM,MEASLES,2,October
196643,West,NEW MEXICO,NM,MEASLES,2,October
196644,West,NEW MEXICO,NM,MEASLES,7,October
196645,West,NEW MEXICO,NM,MEASLES,2,November
196646,West,NEW MEXICO,NM,MEASLES,3,November
196647,West,NEW MEXICO,NM,MEASLES,6,November
196648,West,NEW MEXICO,NM,MEASLES,51,November
196650,West,NEW MEXICO,NM,MEASLES,12,December
196651,West,NEW MEXICO,NM,MEASLES,37,December
196652,West,NEW MEXICO,NM,MEASLES,13,December
196601,West,NEW MEXICO,NM,RUBELLA,0,January
196602,Northeast,NEW YORK,NY,HEPATITIS A,74,January
196603,Northeast,NEW YORK,NY,HEPATITIS A,47,January
196604,Northeast,NEW YORK,NY,HEPATITIS A,71,January
196605,Northeast,NEW YORK,NY,HEPATITIS A,44,January
196606,Northeast,NEW YORK,NY,HEPATITIS A,46,February
196607,Northeast,NEW YORK,NY,HEPATITIS A,57,February
196608,Northeast,NEW YORK,NY,HEPATITIS A,39,February
196609,Northeast,NEW YORK,NY,HEPATITIS A,50,February
196611,Northeast,NEW YORK,NY,HEPATITIS A,62,March
196612,Northeast,NEW YORK,NY,HEPATITIS A,58,March
196613,Northeast,NEW YORK,NY,HEPATITIS A,46,March
196614,Northeast,NEW YORK,NY,HEPATITIS A,45,April
196615,Northeast,NEW YORK,NY,HEPATITIS A,36,April
196616,Northeast,NEW YORK,NY,HEPATITIS A,39,April
196617,Northeast,NEW YORK,NY,HEPATITIS A,28,April
196618,Northeast,NEW YORK,NY,HEPATITIS A,45,May
196619,Northeast,NEW YORK,NY,HEPATITIS A,65,May
196620,Northeast,NEW YORK,NY,HEPATITIS A,45,May
196621,Northeast,NEW YORK,NY,HEPATITIS A,64,May
196622,Northeast,NEW YORK,NY,HEPATITIS A,47,May
196623,Northeast,NEW YORK,NY,HEPATITIS A,42,June
196624,Northeast,NEW YORK,NY,HEPATITIS A,48,June
196625,Northeast,NEW YORK,NY,HEPATITIS A,53,June
196626,Northeast,NEW YORK,NY,HEPATITIS A,55,June
196627,Northeast,NEW YORK,NY,HEPATITIS A,32,July
196628,Northeast,NEW YORK,NY,HEPATITIS A,37,July
196629,Northeast,NEW YORK,NY,HEPATITIS A,37,July
196630,Northeast,NEW YORK,NY,HEPATITIS A,50,July
196631,Northeast,NEW YORK,NY,HEPATITIS A,46,July
196632,Northeast,NEW YORK,NY,HEPATITIS A,51,August
196633,Northeast,NEW YORK,NY,HEPATITIS A,34,August
196634,Northeast,NEW YORK,NY,HEPATITIS A,31,August
196635,Northeast,NEW YORK,NY,HEPATITIS A,39,August
196636,Northeast,NEW YORK,NY,HEPATITIS A,35,September
196637,Northeast,NEW YORK,NY,HEPATITIS A,35,September
196638,Northeast,NEW YORK,NY,HEPATITIS A,49,September
196639,Northeast,NEW YORK,NY,HEPATITIS A,50,September
196640,Northeast,NEW YORK,NY,HEPATITIS A,41,October
196641,Northeast,NEW YORK,NY,HEPATITIS A,42,October
196642,Northeast,NEW YORK,NY,HEPATITIS A,61,October
196643,Northeast,NEW YORK,NY,HEPATITIS A,74,October
196644,Northeast,NEW YORK,NY,HEPATITIS A,64,October
196645,Northeast,NEW YORK,NY,HEPATITIS A,38,November
196646,Northeast,NEW YORK,NY,HEPATITIS A,73,November
196647,Northeast,NEW YORK,NY,HEPATITIS A,47,November
196648,Northeast,NEW YORK,NY,HEPATITIS A,50,November
196649,Northeast,NEW YORK,NY,HEPATITIS A,59,December
196650,Northeast,NEW YORK,NY,HEPATITIS A,45,December
196651,Northeast,NEW YORK,NY,HEPATITIS A,46,December
196652,Northeast,NEW YORK,NY,HEPATITIS A,63,December
196601,Northeast,NEW YORK,NY,MEASLES,475,January
196602,Northeast,NEW YORK,NY,MEASLES,524,January
196603,Northeast,NEW YORK,NY,MEASLES,471,January
196604,Northeast,NEW YORK,NY,MEASLES,475,January
196605,Northeast,NEW YORK,NY,MEASLES,448,January
196606,Northeast,NEW YORK,NY,MEASLES,765,February
196607,Northeast,NEW YORK,NY,MEASLES,515,February
196608,Northeast,NEW YORK,NY,MEASLES,541,February
196609,Northeast,NEW YORK,NY,MEASLES,594,February
196610,Northeast,NEW YORK,NY,MEASLES,702,March
196611,Northeast,NEW YORK,NY,MEASLES,602,March
196612,Northeast,NEW YORK,NY,MEASLES,652,March
196613,Northeast,NEW YORK,NY,MEASLES,456,March
196614,Northeast,NEW YORK,NY,MEASLES,451,April
196615,Northeast,NEW YORK,NY,MEASLES,404,April
196616,Northeast,NEW YORK,NY,MEASLES,321,April
196617,Northeast,NEW YORK,NY,MEASLES,328,April
196618,Northeast,NEW YORK,NY,MEASLES,262,May
196619,Northeast,NEW YORK,NY,MEASLES,258,May
196620,Northeast,NEW YORK,NY,MEASLES,253,May
196621,Northeast,NEW YORK,NY,MEASLES,210,May
196622,Northeast,NEW YORK,NY,MEASLES,127,May
