Week,Region,State,Abbreviation,Disease,Total
196611,West,CALIFORNIA,CA,HEPATITIS A,112
196612,West,CALIFORNIA,CA,HEPATITIS A,93
196613,West,CALIFORNIA,CA,HEPATITIS A,102
196614,West,CALIFORNIA,CA,HEPATITIS A,101
196615,West,CALIFORNIA,CA,HEPATITIS A,86
196616,West,CALIFORNIA,CA,HEPATITIS A,110
196617,West,CALIFORNIA,CA,HEPATITIS A,78
196618,West,CALIFORNIA,CA,HEPATITIS A,96
196619,West,CALIFORNIA,CA,HEPATITIS A,126
196620,West,CALIFORNIA,CA,HEPATITIS A,106
196621,West,CALIFORNIA,CA,HEPATITIS A,124
196622,West,CALIFORNIA,CA,HEPATITIS A,106
196623,West,CALIFORNIA,CA,HEPATITIS A,107
196624,West,CALIFORNIA,CA,HEPATITIS A,121
196625,West,CALIFORNIA,CA,HEPATITIS A,128
196626,West,CALIFORNIA,CA,HEPATITIS A,140
196627,West,CALIFORNIA,CA,HEPATITIS A,119
196628,West,CALIFORNIA,CA,HEPATITIS A,92
196629,West,CALIFORNIA,CA,HEPATITIS A,164
196630,West,CALIFORNIA,CA,HEPATITIS A,126
196631,West,CALIFORNIA,CA,HEPATITIS A,108
196632,West,CALIFORNIA,CA,HEPATITIS A,120
196633,West,CALIFORNIA,CA,HEPATITIS A,119
196634,West,CALIFORNIA,CA,HEPATITIS A,110
196635,West,CALIFORNIA,CA,HEPATITIS A,98
196636,West,CALIFORNIA,CA,HEPATITIS A,88
196637,West,CALIFORNIA,CA,HEPATITIS A,112
196638,West,CALIFORNIA,CA,HEPATITIS A,128
196639,West,CALIFORNIA,CA,HEPATITIS A,131
196640,West,CALIFORNIA,CA,HEPATITIS A,114
196641,West,CALIFORNIA,CA,HEPATITIS A,112
196642,West,CALIFORNIA,CA,HEPATITIS A,145
196643,West,CALIFORNIA,CA,HEPATITIS A,121
196644,West,CALIFORNIA,CA,HEPATITIS A,131
196645,West,CALIFORNIA,CA,HEPATITIS A,133
196646,West,CALIFORNIA,CA,HEPATITIS A,113
196647,West,CALIFORNIA,CA,HEPATITIS A,114
196648,West,CALIFORNIA,CA,HEPATITIS A,115
196649,West,CALIFORNIA,CA,HEPATITIS A,115
196650,West,CALIFORNIA,CA,HEPATITIS A,94
196651,West,CALIFORNIA,CA,HEPATITIS A,92
196652,West,CALIFORNIA,CA,HEPATITIS A,112
196601,West,CALIFORNIA,CA,MEASLES,102
196602,West,CALIFORNIA,CA,MEASLES,156
196603,West,CALIFORNIA,CA,MEASLES,215
196604,West,CALIFORNIA,CA,MEASLES,194
196605,West,CALIFORNIA,CA,MEASLES,332
196606,West,CALIFORNIA,CA,MEASLES,295
196607,West,CALIFORNIA,CA,MEASLES,336
196608,West,CALIFORNIA,CA,MEASLES,504
196609,West,CALIFORNIA,CA,MEASLES,480
196610,West,CALIFORNIA,CA,MEASLES,523
196611,West,CALIFORNIA,CA,MEASLES,579
196612,West,CALIFORNIA,CA,MEASLES,706
196613,West,CALIFORNIA,CA,MEASLES,835
196614,West,CALIFORNIA,CA,MEASLES,654
196615,West,CALIFORNIA,CA,MEASLES,703
196616,West,CALIFORNIA,CA,MEASLES,925
196617,West,CALIFORNIA,CA,MEASLES,975
196618,West,CALIFORNIA,CA,MEASLES,997
196619,West,CALIFORNIA,CA,MEASLES,895
196620,West,CALIFORNIA,CA,MEASLES,756
196621,West,CALIFORNIA,CA,MEASLES,661
196622,West,CALIFORNIA,CA,MEASLES,616
196623,West,CALIFORNIA,CA,MEASLES,389
196624,West,CALIFORNIA,CA,MEASLES,431
196625,West,CALIFORNIA,CA,MEASLES,383
196626,West,CALIFORNIA,CA,MEASLES,241
196627,West,CALIFORNIA,CA,MEASLES,137
196628,West,CALIFORNIA,CA,MEASLES,99
196629,West,CALIFORNIA,CA,MEASLES,131
196630,West,CALIFORNIA,CA,MEASLES,79
196631,West,CALIFORNIA,CA,MEASLES,46
196632,West,CALIFORNIA,CA,MEASLES,31
196633,West,CALIFORNIA,CA,MEASLES,53
196634,West,CALIFORNIA,CA,MEASLES,28
196635,West,CALIFORNIA,CA,MEASLES,25
196636,West,CALIFORNIA,CA,MEASLES,22
196637,West,CALIFORNIA,CA,MEASLES,30
196638,West,CALIFORNIA,CA,MEASLES,23
196639,West,CALIFORNIA,CA,MEASLES,36
196640,West,CALIFORNIA,CA,MEASLES,25
196641,West,CALIFORNIA,CA,MEASLES,99
196642,West,CALIFORNIA,CA,MEASLES,46
196643,West,CALIFORNIA,CA,MEASLES,43
196644,West,CALIFORNIA,CA,MEASLES,43
196645,West,CALIFORNIA,CA,MEASLES,51
196646,West,CALIFORNIA,CA,MEASLES,45
196647,West,CALIFORNIA,CA,MEASLES,53
196648,West,CALIFORNIA,CA,MEASLES,31
196650,West,CALIFORNIA,CA,MEASLES,35
196651,West,CALIFORNIA,CA,MEASLES,71
196652,West,CALIFORNIA,CA,MEASLES,32
196601,West,CALIFORNIA,CA,RUBELLA,7
196602,West,CALIFORNIA,CA,RUBELLA,43
196603,West,CALIFORNIA,CA,RUBELLA,74
196604,West,CALIFORNIA,CA,RUBELLA,73
196605,West,CALIFORNIA,CA,RUBELLA,46
196606,West,CALIFORNIA,CA,RUBELLA,104
196607,West,CALIFORNIA,CA,RUBELLA,74
196608,West,CALIFORNIA,CA,RUBELLA,67
196609,West,CALIFORNIA,CA,RUBELLA,124
196610,West,CALIFORNIA,CA,RUBELLA,133
196611,West,CALIFORNIA,CA,RUBELLA,115
196612,West,CALIFORNIA,CA,RUBELLA,203
196613,West,CALIFORNIA,CA,RUBELLA,131
196614,West,CALIFORNIA,CA,RUBELLA,148
196615,West,CALIFORNIA,CA,RUBELLA,119
196616,West,CALIFORNIA,CA,RUBELLA,141
196617,West,CALIFORNIA,CA,RUBELLA,166
196618,West,CALIFORNIA,CA,RUBELLA,80
196619,West,CALIFORNIA,CA,RUBELLA,107
196620,West,CALIFORNIA,CA,RUBELLA,126
196621,West,CALIFORNIA,CA,RUBELLA,111
196622,West,CALIFORNIA,CA,RUBELLA,109
196623,West,CALIFORNIA,CA,RUBELLA,59
196624,West,CALIFORNIA,CA,RUBELLA,51
196625,West,CALIFORNIA,CA,RUBELLA,34
196626,West,CALIFORNIA,CA,RUBELLA,5
196627,West,CALIFORNIA,CA,RUBELLA,7
196628,West,CALIFORNIA,CA,RUBELLA,18
196629,West,CALIFORNIA,CA,RUBELLA,4
196630,West,CALIFORNIA,CA,RUBELLA,3
196631,West,CALIFORNIA,CA,RUBELLA,8
196632,West,CALIFORNIA,CA,RUBELLA,2
196633,West,CALIFORNIA,CA,RUBELLA,4
196634,West,CALIFORNIA,CA,RUBELLA,6
196635,West,CALIFORNIA,CA,RUBELLA,10
196637,West,CALIFORNIA,CA,RUBELLA,8
196638,West,CALIFORNIA,CA,RUBELLA,8
196639,West,CALIFORNIA,CA,RUBELLA,18
196640,West,CALIFORNIA,CA,RUBELLA,14
196641,West,CALIFORNIA,CA,RUBELLA,10
196642,West,CALIFORNIA,CA,RUBELLA,28
196643,West,CALIFORNIA,CA,RUBELLA,10
196644,West,CALIFORNIA,CA,RUBELLA,18
196645,West,CALIFORNIA,CA,RUBELLA,7
196646,West,CALIFORNIA,CA,RUBELLA,18
196647,West,CALIFORNIA,CA,RUBELLA,17
196648,West,CALIFORNIA,CA,RUBELLA,22
196650,West,CALIFORNIA,CA,RUBELLA,34
196651,West,CALIFORNIA,CA,RUBELLA,60
196652,West,CALIFORNIA,CA,RUBELLA,24
196601,West,COLORADO,CO,HEPATITIS A,1
196602,West,COLORADO,CO,HEPATITIS A,3
196604,West,COLORADO,CO,HEPATITIS A,5
196605,West,COLORADO,CO,HEPATITIS A,7
196606,West,COLORADO,CO,HEPATITIS A,15
196607,West,COLORADO,CO,HEPATITIS A,8
196608,West,COLORADO,CO,HEPATITIS A,11
196609,West,COLORADO,CO,HEPATITIS A,8
196610,West,COLORADO,CO,HEPATITIS A,14
196611,West,COLORADO,CO,HEPATITIS A,4
196612,West,COLORADO,CO,HEPATITIS A,4
196613,West,COLORADO,CO,HEPATITIS A,4
196614,West,COLORADO,CO,HEPATITIS A,11
196615,West,COLORADO,CO,HEPATITIS A,21
196617,West,COLORADO,CO,HEPATITIS A,2
196619,West,COLORADO,CO,HEPATITIS A,4
196620,West,COLORADO,CO,HEPATITIS A,7
196621,West,COLORADO,CO,HEPATITIS A,8
196622,West,COLORADO,CO,HEPATITIS A,5
196623,West,COLORADO,CO,HEPATITIS A,9
196624,West,COLORADO,CO,HEPATITIS A,2
196625,West,COLORADO,CO,HEPATITIS A,4
196626,West,COLORADO,CO,HEPATITIS A,6
196627,West,COLORADO,CO,HEPATITIS A,1
196628,West,COLORADO,CO,HEPATITIS A,5
196630,West,COLORADO,CO,HEPATITIS A,22
196631,West,COLORADO,CO,HEPATITIS A,8
196632,West,COLORADO,CO,HEPATITIS A,5
196633,West,COLORADO,CO,HEPATITIS A,2
196634,West,COLORADO,CO,HEPATITIS A,3
196635,West,COLORADO,CO,HEPATITIS A,5
196636,West,COLORADO,CO,HEPATITIS A,1
196637,West,COLORADO,CO,HEPATITIS A,11
196638,West,COLORADO,CO,HEPATITIS A,3
196639,West,COLORADO,CO,HEPATITIS A,4
196640,West,COLORADO,CO,HEPATITIS A,2
196641,West,COLORADO,CO,HEPATITIS A,3
196642,West,COLORADO,CO,HEPATITIS A,16
196643,West,COLORADO,CO,HEPATITIS A,4
196644,West,COLORADO,CO,HEPATITIS A,5
196645,West,COLORADO,CO,HEPATITIS A,1
196646,West,COLORADO,CO,HEPATITIS A,7
196647,West,COLORADO,CO,HEPATITIS A,5
196648,West,COLORADO,CO,HEPATITIS A,6
196649,West,COLORADO,CO,HEPATITIS A,5
196650,West,COLORADO,CO,HEPATITIS A,1
196651,West,COLORADO,CO,HEPATITIS A,2
196652,West,COLORADO,CO,HEPATITIS A,2
196601,West,COLORADO,CO,MEASLES,5
196602,West,COLORADO,CO,MEASLES,22
196603,West,COLORADO,CO,MEASLES,12
196604,West,COLORADO,CO,MEASLES,22
196605,West,COLORADO,CO,MEASLES,48
196606,West,COLORADO,CO,MEASLES,40
196607,West,COLORADO,CO,MEASLES,39
196608,West,COLORADO,CO,MEASLES,35
196609,West,COLORADO,CO,MEASLES,10
196610,West,COLORADO,CO,MEASLES,90
196611,West,COLORADO,CO,MEASLES,53
196612,West,COLORADO,CO,MEASLES,116
196613,West,COLORADO,CO,MEASLES,58
196614,West,COLORADO,CO,MEASLES,50
196615,West,COLORADO,CO,MEASLES,41
196616,West,COLORADO,CO,MEASLES,39
196617,West,COLORADO,CO,MEASLES,57
196618,West,COLORADO,CO,MEASLES,46
196619,West,COLORADO,CO,MEASLES,49
196620,West,COLORADO,CO,MEASLES,52
196621,West,COLORADO,CO,MEASLES,49
196622,West,COLORADO,CO,MEASLES,48
196623,West,COLORADO,CO,MEASLES,44
196624,West,COLORADO,CO,MEASLES,60
196625,West,COLORADO,CO,MEASLES,11
196626,West,COLORADO,CO,MEASLES,34
196627,West,COLORADO,CO,MEASLES,33
196628,West,COLORADO,CO,MEASLES,9
196629,West,COLORADO,CO,MEASLES,21
196630,West,COLORADO,CO,MEASLES,25
196631,West,COLORADO,CO,MEASLES,13
196632,West,COLORADO,CO,MEASLES,38
196633,West,COLORADO,CO,MEASLES,7
196634,West,COLORADO,CO,MEASLES,1
196635,West,COLORADO,CO,MEASLES,22
196636,West,COLORADO,CO,MEASLES,11
196637,West,COLORADO,CO,MEASLES,2
196638,West,COLORADO,CO,MEASLES,2
196639,West,COLORADO,CO,MEASLES,1
196640,West,COLORADO,CO,MEASLES,3
196641,West,COLORADO,CO,MEASLES,3
196642,West,COLORADO,CO,MEASLES,0
196643,West,COLORADO,CO,MEASLES,10
196644,West,COLORADO,CO,MEASLES,8
196645,West,COLORADO,CO,MEASLES,9
196646,West,COLORADO,CO,MEASLES,28
196647,West,COLORADO,CO,MEASLES,16
196648,West,COLORADO,CO,MEASLES,15
196650,West,COLORADO,CO,MEASLES,2
196651,West,COLORADO,CO,MEASLES,4
196652,West,COLORADO,CO,MEASLES,32
196602,West,COLORADO,CO,RUBELLA,2
196603,West,COLORADO,CO,RUBELLA,16
196604,West,COLORADO,CO,RUBELLA,11
196605,West,COLORADO,CO,RUBELLA,9
196606,West,COLORADO,CO,RUBELLA,13
196607,West,COLORADO,CO,RUBELLA,16
196608,West,COLORADO,CO,RUBELLA,22
196609,West,COLORADO,CO,RUBELLA,15
196610,West,COLORADO,CO,RUBELLA,19
196611,West,COLORADO,CO,RUBELLA,19
196612,West,COLORADO,CO,RUBELLA,35
196613,West,COLORADO,CO,RUBELLA,15
196614,West,COLORADO,CO,RUBELLA,13
196615,West,COLORADO,CO,RUBELLA,40
196616,West,COLORADO,CO,RUBELLA,17
196617,West,COLORADO,CO,RUBELLA,38
196618,West,COLORADO,CO,RUBELLA,34
196619,West,COLORADO,CO,RUBELLA,37
196620,West,COLORADO,CO,RUBELLA,34
196621,West,COLORADO,CO,RUBELLA,15
196622,West,COLORADO,CO,RUBELLA,26
196623,West,COLORADO,CO,RUBELLA,53
196624,West,COLORADO,CO,RUBELLA,35
196625,West,COLORADO,CO,RUBELLA,10
196626,West,COLORADO,CO,RUBELLA,15
196627,West,COLORADO,CO,RUBELLA,19
196628,West,COLORADO,CO,RUBELLA,17
196629,West,COLORADO,CO,RUBELLA,8
196630,West,COLORADO,CO,RUBELLA,4
196631,West,COLORADO,CO,RUBELLA,10
196632,West,COLORADO,CO,RUBELLA,6
196633,West,COLORADO,CO,RUBELLA,8
196634,West,COLORADO,CO,RUBELLA,1
196635,West,COLORADO,CO,RUBELLA,27
196636,West,COLORADO,CO,RUBELLA,4
196637,West,COLORADO,CO,RUBELLA,5
196639,West,COLORADO,CO,RUBELLA,5
196640,West,COLORADO,CO,RUBELLA,9
196641,West,COLORADO,CO,RUBELLA,6
196643,West,COLORADO,CO,RUBELLA,6
196644,West,COLORADO,CO,RUBELLA,2
196645,West,COLORADO,CO,RUBELLA,4
196646,West,COLORADO,CO,RUBELLA,18
196647,West,COLORADO,CO,RUBELLA,1
196648,West,COLORADO,CO,RUBELLA,7
196650,West,COLORADO,CO,RUBELLA,6
196651,West,COLORADO,CO,RUBELLA,5
196652,Northeast,COLORADO,CO,RUBELLA,6
196601,Northeast,CONNECTICUT,CT,HEPATITIS A,9
196602,Northeast,CONNECTICUT,CT,HEPATITIS A,8
196603,Northeast,CONNECTICUT,CT,HEPATITIS A,5
196604,Northeast,CONNECTICUT,CT,HEPATITIS A,4
196605,Northeast,CONNECTICUT,CT,HEPATITIS A,1
196606,Northeast,CONNECTICUT,CT,HEPATITIS A,1
196607,Northeast,CONNECTICUT,CT,HEPATITIS A,4
196608,Northeast,CONNECTICUT,CT,HEPATITIS A,9
196609,Northeast,CONNECTICUT,CT,HEPATITIS A,1
196610,Northeast,CONNECTICUT,CT,HEPATITIS A,3
196611,Northeast,CONNECTICUT,CT,HEPATITIS A,6
196612,Northeast,CONNECTICUT,CT,HEPATITIS A,2
196613,Northeast,CONNECTICUT,CT,HEPATITIS A,7
196614,Northeast,CONNECTICUT,CT,HEPATITIS A,6
196615,Northeast,CONNECTICUT,CT,HEPATITIS A,4
196616,Northeast,CONNECTICUT,CT,HEPATITIS A,4
196617,Northeast,CONNECTICUT,CT,HEPATITIS A,5
196618,Northeast,CONNECTICUT,CT,HEPATITIS A,4
196619,Northeast,CONNECTICUT,CT,HEPATITIS A,7
196620,Northeast,CONNECTICUT,CT,HEPATITIS A,2
196621,Northeast,CONNECTICUT,CT,HEPATITIS A,3
196622,Northeast,CONNECTICUT,CT,HEPATITIS A,4
196623,Northeast,CONNECTICUT,CT,HEPATITIS A,8
196624,Northeast,CONNECTICUT,CT,HEPATITIS A,2
196625,Northeast,CONNECTICUT,CT,HEPATITIS A,5
196626,Northeast,CONNECTICUT,CT,HEPATITIS A,8
196627,Northeast,CONNECTICUT,CT,HEPATITIS A,5
196628,Northeast,CONNECTICUT,CT,HEPATITIS A,3
196629,Northeast,CONNECTICUT,CT,HEPATITIS A,6
196630,Northeast,CONNECTICUT,CT,HEPATITIS A,6
196631,Northeast,CONNECTICUT,CT,HEPATITIS A,10
196632,Northeast,CONNECTICUT,CT,HEPATITIS A,4
196633,Northeast,CONNECTICUT,CT,HEPATITIS A,14
196634,Northeast,CONNECTICUT,CT,HEPATITIS A,9
196635,Northeast,CONNECTICUT,CT,HEPATITIS A,7
196636,Northeast,CONNECTICUT,CT,HEPATITIS A,6
196637,Northeast,CONNECTICUT,CT,HEPATITIS A,3
196638,Northeast,CONNECTICUT,CT,HEPATITIS A,7
196639,Northeast,CONNECTICUT,CT,HEPATITIS A,9
196640,Northeast,CONNECTICUT,CT,HEPATITIS A,5
196641,Northeast,CONNECTICUT,CT,HEPATITIS A,4
196642,Northeast,CONNECTICUT,CT,HEPATITIS A,4
196643,Northeast,CONNECTICUT,CT,HEPATITIS A,12
196644,Northeast,CONNECTICUT,CT,HEPATITIS A,4
196645,Northeast,CONNECTICUT,CT,HEPATITIS A,13
196646,Northeast,CONNECTICUT,CT,HEPATITIS A,20
196647,Northeast,CONNECTICUT,CT,HEPATITIS A,10
196648,Northeast,CONNECTICUT,CT,HEPATITIS A,7
196649,Northeast,CONNECTICUT,CT,HEPATITIS A,11
196650,Northeast,CONNECTICUT,CT,HEPATITIS A,8
196651,Northeast,CONNECTICUT,CT,HEPATITIS A,15
196652,Northeast,CONNECTICUT,CT,HEPATITIS A,10
196601,Northeast,CONNECTICUT,CT,MEASLES,9
196602,Northeast,CONNECTICUT,CT,MEASLES,10
196603,Northeast,CONNECTICUT,CT,MEASLES,11
196604,Northeast,CONNECTICUT,CT,MEASLES,13
196605,Northeast,CONNECTICUT,CT,MEASLES,28
196606,Northeast,CONNECTICUT,CT,MEASLES,8
196607,Northeast,CONNECTICUT,CT,MEASLES,11
196608,Northeast,CONNECTICUT,CT,MEASLES,32
196609,Northeast,CONNECTICUT,CT,MEASLES,14
196610,Northeast,CONNECTICUT,CT,MEASLES,53
196611,Northeast,CONNECTICUT,CT,MEASLES,67
196612,Northeast,CONNECTICUT,CT,MEASLES,34
196613,Northeast,CONNECTICUT,CT,MEASLES,42
196614,Northeast,CONNECTICUT,CT,MEASLES,21
196615,Northeast,CONNECTICUT,CT,MEASLES,33
196616,Northeast,CONNECTICUT,CT,MEASLES,31
196617,Northeast,CONNECTICUT,CT,MEASLES,24
196618,Northeast,CONNECTICUT,CT,MEASLES,50
196619,Northeast,CONNECTICUT,CT,MEASLES,32
196620,Northeast,CONNECTICUT,CT,MEASLES,71
196621,Northeast,CONNECTICUT,CT,MEASLES,74
196622,Northeast,CONNECTICUT,CT,MEASLES,43
196623,Northeast,CONNECTICUT,CT,MEASLES,59
196624,Northeast,CONNECTICUT,CT,MEASLES,37
196625,Northeast,CONNECTICUT,CT,MEASLES,17
196626,Northeast,CONNECTICUT,CT,MEASLES,25
196627,Northeast,CONNECTICUT,CT,MEASLES,11
196628,Northeast,CONNECTICUT,CT,MEASLES,2
196629,Northeast,CONNECTICUT,CT,MEASLES,8
196630,Northeast,CONNECTICUT,CT,MEASLES,9
196631,Northeast,CONNECTICUT,CT,MEASLES,1
196632,Northeast,CONNECTICUT,CT,MEASLES,6
196633,Northeast,CONNECTICUT,CT,MEASLES,1
196634,Northeast,CONNECTICUT,CT,MEASLES,0
196635,Northeast,CONNECTICUT,CT,MEASLES,1
196636,Northeast,CONNECTICUT,CT,MEASLES,2
196637,Northeast,CONNECTICUT,CT,MEASLES,2
196638,Northeast,CONNECTICUT,CT,MEASLES,0
196639,Northeast,CONNECTICUT,CT,MEASLES,3
196640,Northeast,CONNECTICUT,CT,MEASLES,2
196641,Northeast,CONNECTICUT,CT,MEASLES,1
196642,Northeast,CONNECTICUT,CT,MEASLES,3
196643,Northeast,CONNECTICUT,CT,MEASLES,2
196644,Northeast,CONNECTICUT,CT,MEASLES,4
196645,Northeast,CONNECTICUT,CT,MEASLES,3
196646,Northeast,CONNECTICUT,CT,MEASLES,11
196647,Northeast,CONNECTICUT,CT,MEASLES,5
196648,Northeast,CONNECTICUT,CT,MEASLES,6
196650,Northeast,CONNECTICUT,CT,MEASLES,1
196651,Northeast,CONNECTICUT,CT,MEASLES,8
196652,Northeast,CONNECTICUT,CT,MEASLES,3
196601,Northeast,CONNECTICUT,CT,RUBELLA,11
196602,Northeast,CONNECTICUT,CT,RUBELLA,30
196603,Northeast,CONNECTICUT,CT,RUBELLA,39
196604,Northeast,CONNECTICUT,CT,RUBELLA,50
196605,Northeast,CONNECTICUT,CT,RUBELLA,72
196606,Northeast,CONNECTICUT,CT,RUBELLA,44
196607,Northeast,CONNECTICUT,CT,RUBELLA,44
196608,Northeast,CONNECTICUT,CT,RUBELLA,40
196609,Northeast,CONNECTICUT,CT,RUBELLA,99
196610,Northeast,CONNECTICUT,CT,RUBELLA,84
196611,Northeast,CONNECTICUT,CT,RUBELLA,110
196612,Northeast,CONNECTICUT,CT,RUBELLA,87
196613,Northeast,CONNECTICUT,CT,RUBELLA,107
196614,Northeast,CONNECTICUT,CT,RUBELLA,53
196615,Northeast,CONNECTICUT,CT,RUBELLA,102
196616,Northeast,CONNECTICUT,CT,RUBELLA,115
196617,Northeast,CONNECTICUT,CT,RUBELLA,61
196618,Northeast,CONNECTICUT,CT,RUBELLA,43
196619,Northeast,CONNECTICUT,CT,RUBELLA,135
196620,Northeast,CONNECTICUT,CT,RUBELLA,85
196621,Northeast,CONNECTICUT,CT,RUBELLA,99
196622,Northeast,CONNECTICUT,CT,RUBELLA,85
196623,Northeast,CONNECTICUT,CT,RUBELLA,59
196624,Northeast,CONNECTICUT,CT,RUBELLA,67
196625,Northeast,CONNECTICUT,CT,RUBELLA,66
196626,Northeast,CONNECTICUT,CT,RUBELLA,18
196627,Northeast,CONNECTICUT,CT,RUBELLA,39
196628,Northeast,CONNECTICUT,CT,RUBELLA,25
196629,Northeast,CONNECTICUT,CT,RUBELLA,25
196630,Northeast,CONNECTICUT,CT,RUBELLA,13
196631,Northeast,CONNECTICUT,CT,RUBELLA,8
196632,Northeast,CONNECTICUT,CT,RUBELLA,16
196633,Northeast,CONNECTICUT,CT,RUBELLA,15
196634,Northeast,CONNECTICUT,CT,RUBELLA,14
196635,Northeast,CONNECTICUT,CT,RUBELLA,7
196636,Northeast,CONNECTICUT,CT,RUBELLA,4
196637,Northeast,CONNECTICUT,CT,RUBELLA,7
196638,Northeast,CONNECTICUT,CT,RUBELLA,13
196639,Northeast,CONNECTICUT,CT,RUBELLA,18
196640,Northeast,CONNECTICUT,CT,RUBELLA,12
196641,Northeast,CONNECTICUT,CT,RUBELLA,13
196642,Northeast,CONNECTICUT,CT,RUBELLA,12
196643,Northeast,CONNECTICUT,CT,RUBELLA,10
196644,Northeast,CONNECTICUT,CT,RUBELLA,13
196645,Northeast,CONNECTICUT,CT,RUBELLA,23
196646,Northeast,CONNECTICUT,CT,RUBELLA,14
196647,Northeast,CONNECTICUT,CT,RUBELLA,27
196648,Northeast,CONNECTICUT,CT,RUBELLA,24
196650,Northeast,CONNECTICUT,CT,RUBELLA,21
196651,Northeast,CONNECTICUT,CT,RUBELLA,17
196601,Southeast,DELAWARE,DE,HEPATITIS A,3
196602,Southeast,DELAWARE,DE,HEPATITIS A,3
196603,Southeast,DELAWARE,DE,HEPATITIS A,2
196604,Southeast,DELAWARE,DE,HEPATITIS A,1
196605,Southeast,DELAWARE,DE,HEPATITIS A,2
196606,Southeast,DELAWARE,DE,HEPATITIS A,1
196607,Southeast,DELAWARE,DE,HEPATITIS A,2
196608,Southeast,DELAWARE,DE,HEPATITIS A,1
196611,Southeast,DELAWARE,DE,HEPATITIS A,2
196612,Southeast,DELAWARE,DE,HEPATITIS A,1
196613,Southeast,DELAWARE,DE,HEPATITIS A,3
196614,Southeast,DELAWARE,DE,HEPATITIS A,3
196615,Southeast,DELAWARE,DE,HEPATITIS A,1
196618,Southeast,DELAWARE,DE,HEPATITIS A,4
196619,Southeast,DELAWARE,DE,HEPATITIS A,2
196623,Southeast,DELAWARE,DE,HEPATITIS A,2
196625,Southeast,DELAWARE,DE,HEPATITIS A,3
196626,Southeast,DELAWARE,DE,HEPATITIS A,3
196627,Southeast,DELAWARE,DE,HEPATITIS A,1
196629,Southeast,DELAWARE,DE,HEPATITIS A,1
196633,Southeast,DELAWARE,DE,HEPATITIS A,1
196634,Southeast,DELAWARE,DE,HEPATITIS A,1
196635,Southeast,DELAWARE,DE,HEPATITIS A,2
196636,Southeast,DELAWARE,DE,HEPATITIS A,2
196638,Southeast,DELAWARE,DE,HEPATITIS A,2
196639,Southeast,DELAWARE,DE,HEPATITIS A,3
196640,Southeast,DELAWARE,DE,HEPATITIS A,2
196642,Southeast,DELAWARE,DE,HEPATITIS A,1
196644,Southeast,DELAWARE,DE,HEPATITIS A,1
196646,Southeast,DELAWARE,DE,HEPATITIS A,1
196647,Southeast,DELAWARE,DE,HEPATITIS A,1
196648,Southeast,DELAWARE,DE,HEPATITIS A,2
196649,Southeast,DELAWARE,DE,HEPATITIS A,4
196650,Southeast,DELAWARE,DE,HEPATITIS A,1
196651,Southeast,DELAWARE,DE,HEPATITIS A,5
196652,Southeast,DELAWARE,DE,HEPATITIS A,9
196601,Southeast,DELAWARE,DE,MEASLES,7
196602,Southeast,DELAWARE,DE,MEASLES,10
196603,Southeast,DELAWARE,DE,MEASLES,9
196604,Southeast,DELAWARE,DE,MEASLES,9
196605,Southeast,DELAWARE,DE,MEASLES,0
196606,Southeast,DELAWARE,DE,MEASLES,6
196607,Southeast,DELAWARE,DE,MEASLES,2
196608,Southeast,DELAWARE,DE,MEASLES,5
196609,Southeast,DELAWARE,DE,MEASLES,9
196610,Southeast,DELAWARE,DE,MEASLES,11
196611,Southeast,DELAWARE,DE,MEASLES,16
196612,Southeast,DELAWARE,DE,MEASLES,7
196613,Southeast,DELAWARE,DE,MEASLES,8
196614,Southeast,DELAWARE,DE,MEASLES,5
196615,Southeast,DELAWARE,DE,MEASLES,13
196616,Southeast,DELAWARE,DE,MEASLES,3
196617,Southeast,DELAWARE,DE,MEASLES,14
196618,Southeast,DELAWARE,DE,MEASLES,18
196619,Southeast,DELAWARE,DE,MEASLES,5
196620,Southeast,DELAWARE,DE,MEASLES,32
196621,Southeast,DELAWARE,DE,MEASLES,17
196622,Southeast,DELAWARE,DE,MEASLES,5
196623,Southeast,DELAWARE,DE,MEASLES,21
196624,Southeast,DELAWARE,DE,MEASLES,1
196625,Southeast,DELAWARE,DE,MEASLES,4
196626,Southeast,DELAWARE,DE,MEASLES,3
196627,Southeast,DELAWARE,DE,MEASLES,3
196628,Southeast,DELAWARE,DE,MEASLES,7
196629,Southeast,DELAWARE,DE,MEASLES,0
196630,Southeast,DELAWARE,DE,MEASLES,1
196631,Southeast,DELAWARE,DE,MEASLES,0
196632,Southeast,DELAWARE,DE,MEASLES,5
196633,Southeast,DELAWARE,DE,MEASLES,0
196634,Southeast,DELAWARE,DE,MEASLES,0
196635,Southeast,DELAWARE,DE,MEASLES,0
196636,Southeast,DELAWARE,DE,MEASLES,1
196637,Southeast,DELAWARE,DE,MEASLES,0
196638,Southeast,DELAWARE,DE,MEASLES,0
196639,Southeast,DELAWARE,DE,MEASLES,0
196640,Southeast,DELAWARE,DE,MEASLES,0
196641,Southeast,DELAWARE,DE,MEASLES,0
196642,Southeast,DELAWARE,DE,MEASLES,3
196643,Southeast,DELAWARE,DE,MEASLES,0
196644,Southeast,DELAWARE,DE,MEASLES,2
196645,Southeast,DELAWARE,DE,MEASLES,0
196646,Southeast,DELAWARE,DE,MEASLES,0
196647,Southeast,DELAWARE,DE,MEASLES,0
196648,Southeast,DELAWARE,DE,MEASLES,1
